Occupation - Unit group - National Occupational Classification (NOC) 2021 (819) 10,,,,
212 Professional occupations in applied sciences (except engineering),"1,480","64,000","65,700",Prince Edward Island
"2120 Architects, urban planners and land surveyors",90,"60,000","60,000",Prince Edward Island
21200 Architects,20,0,"72,000",Prince Edward Island
21201 Landscape architects,0,0,0,Prince Edward Island
21202 Urban and land use planners,25,0,"68,000",Prince Edward Island
21203 Land surveyors,35,"36,000","48,000",Prince Edward Island
"2121 Mathematicians, statisticians, actuaries and data scientists",25,0,"72,000",Prince Edward Island
"21210 Mathematicians, statisticians and actuaries",0,0,0,Prince Edward Island
21211 Data scientists,15,0,"60,000",Prince Edward Island
2122 Computer and information systems professionals,565,"70,500","71,600",Prince Edward Island
21220 Cybersecurity specialists,15,0,"100,000",Prince Edward Island
21221 Business systems specialists,80,"67,000","67,000",Prince Edward Island
21222 Information systems specialists,400,"72,500","70,400",Prince Edward Island
21223 Database analysts and data administrators,70,"67,000","74,000",Prince Edward Island
"2123 Computer, software and Web designers and developers",800,"59,600","62,100",Prince Edward Island
21230 Computer systems developers and programmers,235,"59,600","60,000",Prince Edward Island
21231 Software engineers and designers,110,"66,500","82,000",Prince Edward Island
21232 Software developers and programmers,250,"60,000","65,000",Prince Edward Island
21233 Web designers,45,"58,000","46,000",Prince Edward Island
21234 Web developers and programmers,165,"57,200","51,600",Prince Edward Island
213 Professional occupations in engineering,560,"71,000","77,600",Prince Edward Island
2130 Civil and mechanical engineers,275,"68,000","75,500",Prince Edward Island
21300 Civil engineers,170,"67,500","82,000",Prince Edward Island
21301 Mechanical engineers,110,"70,000","65,000",Prince Edward Island
"2131 Electrical, electronics and computer engineers",120,"77,500","75,000",Prince Edward Island
21310 Electrical and electronics engineers,60,"56,400","76,000",Prince Edward Island
21311 Computer engineers (except software engineers and designers),55,"79,000","74,000",Prince Edward Island
2132 Manufacturing and processing engineers,85,"72,500","80,000",Prince Edward Island
21320 Chemical engineers,35,"73,500","80,000",Prince Edward Island
21321 Industrial and manufacturing engineers,50,"71,000","80,000",Prince Edward Island
21322 Metallurgical and materials engineers,0,0,0,Prince Edward Island
2133 Natural resources engineers,0,0,0,Prince Edward Island
21330 Mining engineers,0,0,0,Prince Edward Island
21331 Geological engineers,0,0,0,Prince Edward Island
21332 Petroleum engineers,0,0,0,Prince Edward Island
2139 Other engineers,70,"67,500","84,000",Prince Edward Island
21390 Aerospace engineers,0,0,0,Prince Edward Island
21399 Other professional engineers,55,"77,500","96,000",Prince Edward Island
22 Technical occupations related to natural and applied sciences,"2,045","46,400","48,920",Prince Edward Island
221 Technical occupations related to natural sciences,575,"40,400","43,200",Prince Edward Island
2210 Technical occupations in physical sciences,125,"47,600","48,000",Prince Edward Island
22100 Chemical technologists and technicians,120,"47,600","47,000",Prince Edward Island
22101 Geological and mineral technologists and technicians,0,0,0,Prince Edward Island
2211 Technical occupations in life sciences,455,"37,200","41,800",Prince Edward Island
22110 Biological technologists and technicians,175,"38,400","40,400",Prince Edward Island
22111 Agricultural and fish products inspectors,55,"63,600","52,000",Prince Edward Island
22112 Forestry technologists and technicians,60,"26,000","34,000",Prince Edward Island
22113 Conservation and fishery officers,75,"52,000","58,000",Prince Edward Island
22114 Landscape and horticulture technicians and specialists,90,"22,600","30,800",Prince Edward Island
222 Technical occupations related to applied sciences (except engineering),910,"47,200","48,800",Prince Edward Island
"2221 Technical occupations in architecture, drafting, surveying, geomatics and meteorology",115,"44,000","45,000",Prince Edward Island
22210 Architectural technologists and technicians,25,0,"34,000",Prince Edward Island
22211 Industrial designers,0,0,0,Prince Edward Island
22212 Drafting technologists and technicians,55,"44,000","44,000",Prince Edward Island
22213 Land survey technologists and technicians,0,0,0,Prince Edward Island
22214 Technical occupations in geomatics and meteorology,30,"62,000","56,000",Prince Edward Island
2222 Technical occupations in computer and information systems,615,"45,200","48,400",Prince Edward Island
22220 Computer network and web technicians,220,"54,400","54,400",Prince Edward Island
22221 User support technicians,370,"38,000","44,800",Prince Edward Island
22222 Information systems testing technicians,25,0,"44,000",Prince Edward Island
2223 Technical inspectors and regulatory officers,175,"58,000","52,800",Prince Edward Island
22230 Non-destructive testers and inspectors,15,0,"60,000",Prince Edward Island
22231 Engineering inspectors and regulatory officers,20,0,"60,000",Prince Edward Island
22232 Occupational health and safety specialists,55,"62,800","58,000",Prince Edward Island
22233 Construction inspectors,85,"55,200","47,000",Prince Edward Island
223 Technical occupations related to engineering,560,"48,800","55,000",Prince Edward Island
"2230 Technical occupations in civil, mechanical and industrial engineering",245,"51,200","69,000",Prince Edward Island
22300 Civil engineering technologists and technicians,60,"56,800","52,000",Prince Edward Island
22301 Mechanical engineering technologists and technicians,120,"50,400","64,000",Prince Edward Island
22302 Industrial engineering and manufacturing technologists and technicians,10,0,"40,000",Prince Edward Island
22303 Construction estimators,50,"58,800","108,000",Prince Edward Island
2231 Technical occupations in electronics and electrical engineering,315,"42,000","44,000",Prince Edward Island
22310 Electrical and electronics engineering technologists and technicians,105,"45,200","51,000",Prince Edward Island
22311 Electronic service technicians (household and business equipment),180,"36,800","38,400",Prince Edward Island
22312 Industrial instrument technicians and mechanics,15,0,"60,000",Prince Edward Island
"22313 Aircraft instrument, electrical and avionics mechanics, technicians and inspectors",0,0,0,Prince Edward Island
3 Health occupations,"6,750","47,200","57,250",Prince Edward Island
30 Specialized middle management occupations in health care,135,"94,000","84,000",Prince Edward Island
300 Specialized middle management occupations in health care,135,"94,000","84,000",Prince Edward Island
3001 Managers in health care,135,"94,000","84,000",Prince Edward Island
30010 Managers in health care,135,"94,000","84,000",Prince Edward Island
31 Professional occupations in health,"2,885","75,500","83,400",Prince Edward Island
311 Health treating and consultation services professionals,785,"105,000","133,600",Prince Edward Island
3110 Physicians and veterinarians,430,"152,000","173,000",Prince Edward Island
31100 Specialists in clinical and laboratory medicine,80,"202,000","210,000",Prince Edward Island
31101 Specialists in surgery,40,"186,000","230,000",Prince Edward Island
31102 General practitioners and family physicians,185,"210,000","210,000",Prince Edward Island
31103 Veterinarians,130,"77,500","80,000",Prince Edward Island
"3111 Dentists, optometrists and audiologists",105,"87,000","94,000",Prince Edward Island
31110 Dentists,50,"120,000","116,000",Prince Edward Island
31111 Optometrists,25,0,"68,000",Prince Edward Island
31112 Audiologists and speech-language pathologists,35,"87,000","80,000",Prince Edward Island
3112 Pharmacists and dietitians,245,"81,000","82,000",Prince Edward Island
31120 Pharmacists,180,"97,000","93,000",Prince Edward Island
31121 Dietitians and nutritionists,65,"51,200","54,000",Prince Edward Island
312 Therapy and assessment professionals,280,"63,200","63,200",Prince Edward Island
3120 Therapy and assessment professionals,280,"63,200","63,200",Prince Edward Island
31200 Psychologists,50,"105,000","100,000",Prince Edward Island
31201 Chiropractors,25,0,"64,000",Prince Edward Island
31202 Physiotherapists,135,"57,200","55,000",Prince Edward Island
31203 Occupational therapists,45,"66,500","64,000",Prince Edward Island
31204 Kinesiologists and other professional occupations in therapy and assessment,0,0,0,Prince Edward Island
31209 Other professional occupations in health diagnosing and treating,0,0,0,Prince Edward Island
313 Nursing and allied health professionals,"1,825","70,500","64,800",Prince Edward Island
3130 Nursing and allied health professionals,"1,825","70,500","64,800",Prince Edward Island
31300 Nursing coordinators and supervisors,120,"77,000","68,000",Prince Edward Island
31301 Registered nurses and registered psychiatric nurses,"1,655","69,500","63,500",Prince Edward Island
31302 Nurse practitioners,50,"103,000","104,000",Prince Edward Island
"31303 Physician assistants, midwives and allied health professionals",0,0,0,Prince Edward Island
32 Technical occupations in health,"1,485","46,000","44,120",Prince Edward Island
321 Technical occupations in health (except practitioners of natural healing),"1,350","48,400","46,000",Prince Edward Island
3210 Technical occupations in therapy and assessment,860,"48,800","44,600",Prince Edward Island
32100 Opticians,25,0,"48,000",Prince Edward Island
32101 Licensed practical nurses,455,"46,800","41,600",Prince Edward Island
32102 Paramedical occupations,160,"60,000","60,000",Prince Edward Island
"32103 Respiratory therapists, clinical perfusionists and cardiopulmonary technologists",30,"67,000","60,000",Prince Edward Island
32104 Animal health technologists and veterinary technicians,140,"29,600","32,500",Prince Edward Island
32109 Other technical occupations in therapy and assessment,45,"48,400","42,000",Prince Edward Island
3211 Technical occupations in dental health care,115,"43,200","40,000",Prince Edward Island
32110 Denturists,0,0,0,Prince Edward Island
32111 Dental hygienists and dental therapists,105,"41,200","38,500",Prince Edward Island
32112 Dental technologists and technicians,0,0,0,Prince Edward Island
3212 Medical technologists and technicians,375,"54,000","51,000",Prince Edward Island
32120 Medical laboratory technologists,105,"69,000","59,000",Prince Edward Island
32121 Medical radiation technologists,85,"65,000","59,000",Prince Edward Island
32122 Medical sonographers,20,0,"80,000",Prince Edward Island
32123 Cardiology technologists and electrophysiological diagnostic technologists,25,0,"24,000",Prince Edward Island
32124 Pharmacy technicians,120,"38,000","40,000",Prince Edward Island
32129 Other medical technologists and technicians,20,0,"44,000",Prince Edward Island
322 Practitioners of natural healing,135,"24,200","25,600",Prince Edward Island
3220 Practitioners of natural healing,135,"24,200","25,600",Prince Edward Island
32200 Traditional Chinese medicine practitioners and acupuncturists,0,0,0,Prince Edward Island
32201 Massage therapists,115,"29,400","28,400",Prince Edward Island
32209 Other practitioners of natural healing,15,0,"8,000",Prince Edward Island
33 Assisting occupations in support of health services,"2,240","31,400","30,720",Prince Edward Island
331 Assisting occupations in support of health services,"2,240","31,400","30,720",Prince Edward Island
3310 Assisting occupations in support of health services,"2,240","31,400","30,720",Prince Edward Island
33100 Dental assistants and dental laboratory assistants,160,"29,400","25,600",Prince Edward Island
33101 Medical laboratory assistants and related technical occupations,70,"48,800","48,000",Prince Edward Island
"33102 Nurse aides, orderlies and patient service associates","1,695","31,800","30,760",Prince Edward Island
33103 Pharmacy technical assistants and pharmacy assistants,145,"28,000","26,400",Prince Edward Island
33109 Other assisting occupations in support of health services,175,"29,800","31,200",Prince Edward Island
"4 Occupations in education, law and social, community and government services","10,100","47,600","54,100",Prince Edward Island
"40 Managers in public administration, in education and social and community services and in public protection services",685,"88,000","85,800",Prince Edward Island
"400 Managers in public administration, in education and social and community services and in public protection services",685,"88,000","85,800",Prince Edward Island
4001 Managers in public administration,200,"92,000","92,000",Prince Edward Island
40010 Government managers - health and social policy development and program administration,70,"92,000","96,000",Prince Edward Island
"40011 Government managers - economic analysis, policy development and program administration",90,"89,000","88,000",Prince Edward Island
40012 Government managers - education policy development and program administration,0,0,0,Prince Edward Island
40019 Other managers in public administration,30,"113,000","95,000",Prince Edward Island
4002 Managers in education,190,"110,000","107,000",Prince Edward Island
40020 Administrators - post-secondary education and vocational training,40,"88,000","104,000",Prince Edward Island
40021 School principals and administrators of elementary and secondary education,150,"111,000","108,000",Prince Edward Island
"4003 Managers in social, community and correctional services",225,"60,000","71,000",Prince Edward Island
"40030 Managers in social, community and correctional services",225,"60,000","71,000",Prince Edward Island
4004 Managers in public protection services,70,"54,800","60,000",Prince Edward Island
40040 Commissioned police officers and related occupations in public protection services,0,0,0,Prince Edward Island
40041 Fire chiefs and senior firefighting officers,0,0,0,Prince Edward Island
40042 Commissioned officers of the Canadian Armed Forces,65,"52,000","54,000",Prince Edward Island
"41 Professional occupations in law, education, social, community and government services","5,050","66,500","64,800",Prince Edward Island
411 Professional occupations in law,280,"96,000","113,000",Prince Edward Island
"4110 Judges, lawyers and Quebec notaries",280,"96,000","113,000",Prince Edward Island
41100 Judges,0,0,0,Prince Edward Island
41101 Lawyers and Quebec notaries,270,"95,000","107,000",Prince Edward Island
412 Professional occupations in education services,"3,010","70,000","62,150",Prince Edward Island
4120 University professors and post-secondary assistants,710,"34,800","62,100",Prince Edward Island
41200 University professors and lecturers,290,"129,000","113,000",Prince Edward Island
